Country,Year,Total,Coal,Oil,Gas,Cement,Flaring,Per Capita
afghanistan,1990.0,2.024326,0.278464,1.271408,0.40304,0.045766,0.025648,0.189281
afghanistan,1991.0,1.914301,0.249627,1.204085,0.389125,0.045766,0.025697,0.178155
afghanistan,1992.0,1.482054,0.021984,1.029584,0.362736,0.045766,0.021984,0.122916
afghanistan,1993.0,1.486943,0.01832,1.047904,0.298744,0.03555,1251.0,0.106182
afghanistan,1994.0,1.453829,0.014693,1.032171,0.337935,0.046991,0.022039,0.094065
afghanistan,1995.0,1.417327,0.014656,1.011264,0.322432,0.046991,0.021984,0.086323
afghanistan,1996.0,1.370104,0.007328,0.985616,0.307776,0.0474,0.021984,0.080092
afghanistan,1997.0,1.304152,0.003664,0.948976,0.282128,0.0474,0.021984,0.073313
afghanistan,1998.0,1.278504,0.003664,0.941648,0.263808,0.0474,0.021984,0.069134
afghanistan,1999.0,1.09164,0.003664,0.776768,0.241824,0.0474,0.021984,0.056671
afghanistan,2000.0,1.047128,0.003664,0.78776,0.223504,0.010216,0.021984,0.053581
afghanistan,2001.0,1.069098,0.069616,0.762112,0.208848,0.006538,0.021984,0.0543
afghanistan,2002.0,1.340995,0.055109,0.727438,0.547416,0.011033,0.021984,0.063856
afghanistan,2003.0,1.559602,0.091813,0.991575,0.466408,0.009807,0.021984,0.068871
afghanistan,2004.0,1.237247,0.0916,0.908672,0.227168,0.009807,0.021984,0.052529
afghanistan,2005.0,1.889507,0.106256,1.44728,0.32976,0.006211,0.021984,0.077403
afghanistan,2006.0,2.159318,0.160944,1.656993,0.329204,0.012177,0.021984,0.084869
afghanistan,2007.0,2.799909,0.747456,1.733072,0.307776,0.011605,0.021984,0.108091
afghanistan,2008.0,4.254477,1.078145,2.864051,0.29704,0.015242,0.021984,0.160989
afghanistan,2009.0,6.391888,1.5141,4.593624,0.271291,0.012872,0.021984,0.233406
afghanistan,2011.0,11.838316,4.180624,7.335328,0.307776,0.014588,0.021984,0.40474
afghanistan,2012.0,10.035314,3.125392,6.573216,0.307776,0.02893,0.021984,0.329389
afghanistan,2013.0,9.25051,3.326912,5.591264,0.296784,0.03555,0.021984,0.293283
afghanistan,2014.0,9.170309,3.705783,5.164638,0.271244,0.028644,0.021984,0.280299
afghanistan,2015.0,9.791093,2.843264,6.624512,0.282128,0.041189,0.021984,0.290076
afghanistan,2016.0,9.067598,2.878736,5.794097,0.318639,0.076126,0.021984,0.261795
afghanistan,2017.0,9.867969,3.447824,6.074912,0.300448,0.044785,0.021984,0.276852
afghanistan,2018.0,10.818048,3.8472,6.620848,0.29312,0.05688,0.021984,0.294876
afghanistan,2019.0,11.081621,3.954767,6.842956,0.245569,0.038329,0.021984,0.293401
afghanistan,2020.0,2311.0,4.150072,7.219776,0.251244,0.03555,0.021984,0.16782856666666668
afghanistan,2021.0,11.874211,4.203536,7.41957,0.238847,0.012259,0.021984,0.296119
albania,1990.0,5.520602,2.498848,2.172752,0.465328,0.383674,0.0127185,1.675415
albania,1991.0,4.290226,1.480256,2.227712,0.2748,0.307458,0.0127185,1.299249
albania,1992.0,2.517116,0.799927,1.416384,0.198147,0.102659,0.0127185,0.761899
albania,1993.0,2.337999,0.599947,1.477918,0.157303,0.102831,0.0127185,0.708332
albania,1994.0,1.923806,0.168544,1.604832,0.098928,0.051502,0.0127185,0.584034
albania,1995.0,2.089065,0.161216,1.773376,0.051296,0.103177,0.0127185,0.636064
albania,1996.0,2.017508,0.113584,1.755056,0.043968,0.1049,0.0127185,0.616724
albania,1997.0,1.543009,0.043968,1.41064,0.03664,0.051761,0.0127185,0.474229
albania,1998.0,1.754709,0.054845,1.623405,0.032907,0.043552,0.0127185,0.542888
albania,1999.0,2.986196,0.110056,2.791742,0.029348,0.05505,0.0127185,0.930784
albania,2000.0,3.024926,0.069531,2.839801,0.021957,0.093637,0.0127185,0.95063
albania,2001.0,3.220656,0.080608,3.125392,0.014656,0.383674,0.0127185,1.021259
albania,2002.0,3.748272,0.084272,3.638352,0.025648,0.383674,0.0127185,1.200003
albania,2003.0,4.303499,0.084272,3.891168,0.025648,0.302411,0.0127185,1.391371
albania,2004.0,4.176684,0.084272,3.759264,0.032976,0.300172,0.0127185,1.363761
albania,2005.0,4.261413,0.073216,3.90974,0.021965,0.256492,0.0127185,1.405185
albania,2006.0,3.910715,0.07321,3.539714,0.021963,0.275828,0.0127185,1.302102
albania,2007.0,3.94897,0.07321,3.374978,0.032944,0.467837,0.0127185,1.326901
albania,2008.0,4.397043,0.102592,3.795904,0.014656,0.483891,0.0127185,1.48967
albania,2009.0,4.406552,0.388384,3.414848,0.01832,0.585,0.0127185,1.503665
albania,2010.0,4.783865,0.428688,3.491792,0.025648,0.837737,0.0127185,1.642022
albania,2011.0,5.314676,0.534944,3.77392,0.029312,0.9765,0.0127185,1.832234
albania,2012.0,4.85006,0.626544,3.154704,0.029312,1.0395,0.0127185,1.676949
albania,2013.0,5.287466,0.795088,3.330576,0.032976,1.1286,0.000226,1.831465
albania,2014.0,5.999658,1.028913,3.855679,0.058586,1.0449,0.011581,2.080252
albania,2015.0,4.712137,0.322432,3.337904,0.062288,0.954113,0.0354,1.634751
albania,2016.0,4.631977,0.190528,3.359888,0.161216,0.88047,0.039875,1.607732
albania,2017.0,5.564149,0.274609,4.078863,0.168427,1.011492,0.030757,1.932429
albania,2018.0,4.984045,0.472656,3.330576,0.150224,1.016733,0.013856,1.732368
albania,2019.0,4.947485,0.322432,3.440496,0.131904,1.048179,0.004474,1.721533
albania,2020.0,4.728559,0.331439,3.217576,0.131178,1.048179,0.000188,1.649392
algeria,1990.0,76.737628,2.942192,23.204112,38.908016,2.988636,8.694672,3.007187
algeria,1991.0,78.806834,2.689376,26.065696,38.428032,2.969362,8.654368,3.015502
algeria,1992.0,79.883305,2.377936,28.678128,31.93176,2.997929,13.897552,2.986481
algeria,1993.0,81.94397,1.9236,27.99296,36.097728,2.988434,12.941248,2.995649
algeria,1994.0,86.147476,2.286238,30.450203,37.385859,2.820683,13.204492,3.083633
algeria,1995.0,94.981417,1.934592,27.080624,47.221632,3.165241,15.579328,3.335253
algeria,1997.0,117.86157192592592,1.381328,30.019152,2878.0,3.271314,13.325968,2119.0
algeria,1998.0,106.62101,2.110464,33.089584,54.641232,3.446434,13.333296,3.562981
algeria,2000.0,82.22101,1.96024,26.827808,38.534288,3.789426,11.109248,2.671715
algeria,2001.0,83.780203,2.095808,28.458288,41.029472,3.765771,8.430864,2.685178
algeria,2002.0,89.406933,2.608768,29.4952,44.653168,4.057717,8.59208,2.827124
algeria,2003.0,91.048404,2.788304,2944.0,1756.0,7.000746,8.258656,81.75056322222223
algeria,2005.0,106.472836,2.36328,31.0524,61.210784,5.66154,6.184832,3.23069
algeria,2006.0,100.202857,2.700368,35.233024,49.306448,6.540025,6.422992,2.996938
algeria,2007.0,108.401946,3.011808,38.321776,51.07616,7.000746,8.991456,3.18981
algeria,2008.0,109.031978,3.008246,37.363073,51.550561,7.583376,9.526722,3.153985
algeria,2009.0,120.184849,1.59384,44.891328,54.894048,8.220337,10.585296,3.414727
algeria,2010.0,117.81301,1.216486,45.365407,53.367834,8.25231,9.610973,3.285695
algeria,2011.0,119.807538,1.047872,46.919737,56.720635,8.18722,6.932074,3.278487
algeria,2012.0,135.674294,1.036882,48.539276,64.114493,7.696658,14.286985,3.64123
algeria,2013.0,140.786376,0.725472,51.91888,65.450032,7.29842,15.393572,3.704844
algeria,2014.0,151.282783,0.545922,52.88481,73.831357,7.667871,16.352823,3.903048
algeria,2015.0,160.08745,0.501968,55.590208,78.768672,8.062014,17.164588,4.048424
algeria,2016.0,158.748363,1.934592,54.626576,78.677072,9.371843,16.072872,3.935325
algeria,2018.0,173.911594,1.330002,54.922121,88.886635,12.381661,16.391175,4.147961
algeria,2019.0,179.504831,1.095512,59.157648,91.24992,11.028039,16.973712,4.203332
algeria,2020.0,172.504477,1.098537,54.540075,88.30831,11.028039,17.529515,3.970031
algeria,2021.0,176.26907,1.095536,56.020598,92.791955,11.028039,15.332942,3.989977
argentina,1990.0,112.079088,3.070432,59.188256,43.213216,1.822,4.785184,3.434042
argentina,1991.0,117.505744,2.689376,61.232768,47.28392,2.196,4.10368,3.549404
argentina,1992.0,121.230584,2.80296,63.632688,48.302512,2.495,3.997424,3.611462
argentina,1993.0,117.777485,2.301136,67.154325,40.808519,2.761,4.752505,3.461271
argentina,1994.0,122.229002,3.561301,67.203064,42.676987,3.05,5.737651,3.544031
argentina,1995.0,127.764859,3.700747,62.835745,53.195483,2.621,5.411884,3.656054
argentina,1996.0,134.76207,3.099659,65.92089,57.541551,2.422,5.77797,3.807982
argentina,1997.0,137.641464,2.777312,66.868,61.503904,3.169,3.323248,3.843019
argentina,1998.0,139.451896,2.8396,69.575696,61.613824,3.283,2.139776,3.848733
argentina,1999.0,147.285131,2.154486,72.724888,67.620808,3.29,1.494949,4.018362
argentina,2000.0,142.358347,1.656171,67.433997,69.438256,2.771,1.058923,3.840177
argentina,2001.0,134.003944,1.289728,64.336176,64.808832,2.481,1.088208,3.575298
argentina,2002.0,124.392348,1.099232,57.497185,62.619608,3.399236,1.4930984999999999,2598.0
argentina,2003.0,134.631008,1.989552,59.3568,69.070064,2.28,1.934592,3.517175
argentina,2004.0,157.043391,2.198349,67.811726,82.910717,2.701,1.421599,4.061243
argentina,2005.0,161.4342,3.268288,71.799744,81.967344,3.241,1.157824,4.131869
argentina,2007.0,174.24576,3.660336,77.9516,87.177552,3.998,1.458272,4.369678
argentina,2008.0,188.106,3.876512,88.657808,90.119744,3.99,1.461936,4.670683
argentina,2009.0,178.9492,3.231648,82.381376,87.994624,3.81,1.531552,4.398479
argentina,2010.0,186.733136,3.990096,90.145392,86.9284,4.178,1.491248,4.543372
argentina,2011.0,190.273774,4.722987,86.908092,92.587402,4.586,1.469292,4.58262
argentina,2012.0,191.292113,5.008688,85.587376,95.381248,4.184,1.130801,4.559746
argentina,2013.0,189.537746,4.840051,87.487304,91.338094,4.581,1.291297,4.471467
argentina,2014.0,188.396537,5.536412,84.291958,92.8439,4.336,1.388267,4.399316
argentina,2015.0,191.743835,5.466688,86.954048,93.534592,4.571,1.217507,4.432659
argentina,2016.0,189.920431,4.191696,84.55575,96.302759,4.029,0.841225,4.349166
argentina,2017.0,186.898875,4.279469,80.855575,96.441927,4.36209,0.959815,4.242436
argentina,2018.0,180.599336,4.356408,74.392351,96.123096,4.368692,1.358789,4.066307
argentina,2019.0,178.511615,2.14344,74.848192,95.608416,4.140926,1.77064,3.989486
argentina,2020.0,169.262697,2.64246,70.912696,90.21251,3.508472,1.986558,3.758384
argentina,2021.0,186.448284,4.816141,80.30911,94.327529,4.670734,2.32477,4.117967
armenia,1990.0,8.94492,0.694495,3.639659,4.198718,0.31549,0.096559,2.515063
armenia,1991.0,7.271964,0.604223,0.919664,3.478421,2836.0,0.089827,2.010145
armenia,1992.0,5.862939,0.373728,1.773376,3.477136,0.238699,0.093193,1.640187
armenia,1993.0,2.575039,0.007339,0.939339,1.50808,0.120281,0.093193,0.744802
armenia,1994.0,2.713342,0.095264,0.941648,3.4777785,0.243562,0.093193,0.80426
armenia,1995.0,3.43318,0.007328,0.670512,2.616096,0.139244,0.093193,1.033225
armenia,1996.0,2.59544,0.014656,0.3664,2.040848,0.173536,0.093193,0.78676
armenia,1997.0,3.269238,0.014656,0.392048,2.678384,0.18415,0.093193,0.999334
armenia,1998.0,3.397212,0.01464,0.406258,2.788907,0.187407,0.093193,1.048344
armenia,1999.0,3.049535,0.007328,0.58624,2.275344,0.180623,0.093193,0.951187
armenia,2000.0,3.491407,0.007333,0.78776,2.5648,0.138847,0.093193,1.101904
armenia,2001.0,3.532701,0.007333,0.776768,2.612432,0.143501,0.093193,1.12753
armenia,2002.0,3.076793,0.047574,0.81608,2.001776,0.211363,0.093193,0.990904
armenia,2003.0,3.45556,0.07328,0.93432,2.227712,0.220248,0.093193,1.120443
armenia,2004.0,3.691197,0.007333,0.919664,2.4732,0.298333,0.093193,1.204013
armenia,2005.0,4.376169,0.007333,0.981952,3.063104,0.331113,0.093193,1.436106
armenia,2006.0,4.40159,0.003664,0.919664,3.140048,0.338214,0.093193,1.454357
armenia,2007.0,5.10021,0.007333,0.924005,3.762022,0.406849,0.093193,1.697584
armenia,2008.0,5.57479,0.007328,1.033248,4.122,0.412214,0.093193,1.86859
armenia,2009.0,4.363332,0.007333,1594.0,1440.0,0.243562,0.093193,1.471962
armenia,2010.0,4.25275,0.003664,1.0076,2.953184,0.288302,0.093193,1.443424
armenia,2011.0,4.968878,0.007328,0.941648,3.7556,0.264302,0.093193,1.696456
armenia,2012.0,5.748252,0.007328,0.89768,4.565344,0.2779,0.093193,1.972348
armenia,2013.0,5.535004,0.003664,0.853712,4.418784,0.258844,0.093193,1.907711
armenia,2014.0,5.604113,0.003662,0.864132,4.492757,0.243562,0.093193,1.939186
armenia,2015.0,5.469323,0.003662,0.798211,4.426775,0.240676,0.093193,1.899998
armenia,2016.0,71.7669934,0.003667,0.919664,4.238592,0.154102,0.093193,1.815531
armenia,2017.0,5.540153,0.003666,0.868948,4.462069,0.205469,0.093193,1.942603
armenia,2018.0,71.7669934,0.003664,0.828064,4.678928,0.243562,0.093193,2.053823
armenia,2019.0,6.28411,0.010992,1.04424,4.887776,0.341102,0.093193,2.227932
armenia,2020.0,6.430661,0.010839,0.919696,5.159024,0.341102,0.093193,2.292074
armenia,2021.0,2019.0,0.012484,0.919664,3.4777785,0.341102,0.093193,2.438591
australia,1990.0,278.154156,141.879819,88.84209,34.454816,3.462872,7.272496,16.315938
australia,1991.0,279.52851,146.08284,88.245572,32.786243,3.183033,7.001201,16.184767
australia,1992.0,284.525345,150.051381,87.916828,33.970472,2.923411,7.303701,16.293502
australia,1993.0,288.870537,150.098575,90.386578,35.670002,3.004698,7.136743,16.383765
australia,1994.0,293.696553,151.376241,91.924087,37.032005,3.484276,6.880148,16.494706
australia,1995.0,305.002996,155.718942,96.126544,39.830983,3.35775,7.060714,16.941788
australia,1996.0,311.886129,160.375191,98.697016,39.765246,3.243616,6.761052,17.125455
australia,1997.0,320.28263,167.670194,98.388038,41.074314,3.184589,6.687345,17.396973
australia,1998.0,334.075978,177.596365,99.146315,43.488447,3.475413,6.901959,17.959464
australia,1999.0,343.488633,183.215379,100.399487,45.548715,3.519991,7.165139,18.269805
australia,2000.0,349.635487,185.781229,102.33736,46.593883,3.620856,7.952858,18.384487
australia,2001.0,357.132367,190.066589,102.582541,49.310577,3.540903,8.172284,18.554121
australia,2002.0,361.54081,191.13103,104.516285,50.573495,3.487738,8.007496,18.56355
australia,2003.0,369.279512,195.370417,109.57068,49.701209,3.584016,7.157978,18.746105
australia,2004.0,382.82089,202.20981,113.766232,52.51797,3.554645,6.85794,19.21304
australia,2005.0,386.153533,200.699756,116.507794,54.476588,3.664127,6.914461,19.143302
australia,2006.0,392.384302,204.384919,117.400366,55.810784,3.888062,7.046394,19.171531
australia,2007.0,399.624803,203.543107,119.47387,61.048701,3.971547,7.504144,19.184298
australia,2008.0,404.233067,204.671475,122.328074,61.786863,3.862908,7.482726,19.024637
australia,2009.0,407.065015,206.050385,122.367287,63.113604,3.829017,7.966111,18.792625
australia,2010.0,405.10332,200.536242,124.556501,64.263998,3.548615,8.189776,18.397758
australia,2011.0,403.828773,192.124544,129.808187,66.479605,3.495532,7.874195,18.062717
australia,2012.0,406.15091,189.138286,133.683994,67.705582,3.518237,8.286993,17.86907
australia,2013.0,397.887458,176.346996,136.180923,69.647507,3.29442,8.846405,17.215785
australia,2014.0,393.952876,168.130343,137.598529,71.808093,3.137567,9.272708,16.785681
australia,2015.0,401.793062,174.188664,137.629374,72.044214,3.076156,10.827854,16.86772
australia,2016.0,411.264288,179.549565,137.374951,75.054759,2.930855,12.439911,16.997412
australia,2017.0,414.358312,176.906195,139.460823,76.211806,3.019062,14.86143,16.850455
australia,2018.0,416.283827,169.370489,143.712379,79.434749,2.941785,16.925628,16.665199
australia,2020.0,399.922128,156.143134,135.476298,84.471564,2.820162,17.272753,15.579327
australia,2021.0,391.187411,150.958384,139.155751,77.242144,2.820162,17.272753,15.091473
austria,1990.0,62.145248,18.138573,28.899433,11.836296,2.033412,0.102161,8.093169
austria,1991.0,65.743938,18.699347,31.406987,12.501283,2.004981,0.111162,8.476922
austria,1992.0,60.243908,14.385857,30.152021,12.518638,2.105,0.120208,7.683372
austria,1993.0,60.67057,13.273662,31.264846,13.022035,2.031869,0.112202,7.674692
austria,1994.0,61.045756,13.456497,30.713752,13.655744,2.102255,0.127715,7.692873
austria,1995.0,64.023072,15.423285,30.851659,14.899087,1.631326,0.12722,8.055957
austria,1996.0,67.367013,15.06789,33.777006,15.796022,1.634247,0.071216,8.465276
austria,1997.0,67.263597,16.155693,32.851835,15.300357,1.760917,0.120696,8.442677
austria,1998.0,66.898315,13.706165,34.65961,15.717101,1.598674,0.142015,8.387597
austria,1999.0,65.651039,13.87509,32.832798,16.101723,1.607357,0.170724,8.215235
austria,2000.0,66.14978,15.752621,32.163171,15.266094,1.711556,0.164719,8.257958
austria,2001.0,70.149508,16.563696,34.410864,16.157636,1.719922,0.182933,8.725469
austria,2002.0,71.953612,16.736632,36.05703,16.070299,1.735653,0.167237,8.906261
austria,2003.0,77.460983,18.022592,39.082064,17.268124,1.754471,0.184024,9.539408
austria,2004.0,77.678295,17.765949,39.099891,17.662321,1.79,0.165094,9.506331
austria,2005.0,79.078106,17.86176,39.393041,18.700773,1.79748,0.160095,9.611982
austria,2006.0,76.806465,17.865267,38.132297,17.496977,1.954142,0.180437,9.289873
austria,2007.0,74.10678,17.455149,36.623641,16.495412,2.130776,0.184702,8.934209
austria,2008.0,73.481909,17.028333,35.480636,17.436059,2.132968,0.162294,8.83076
austria,2009.0,67.298655,12.832833,34.415546,17.035763,1.79859,0.204935,8.066544
austria,2010.0,72.006411,15.501043,34.798218,18.779363,1.622129,0.183602,8.610293
austria,2011.0,69.893113,15.819384,33.285108,17.731132,1.66568,0.179604,8.329335
austria,2012.0,67.26591,14.687176,32.642371,16.946164,1.672547,0.183605,7.979692
austria,2013.0,67.759445,14.960277,33.460547,16.332385,1.656405,0.19094,7.990935
austria,2014.0,64.16,13.802023,32.423874,14.946754,1.638991,0.168713,7.507548
austria,2015.0,66.348823,14.372978,32.998847,15.967142,1.701497,0.161713,7.677111
austria,2016.0,67.210743,13.334845,34.109843,16.736951,1.729,0.131251,7.693109
austria,2017.0,69.592825,14.023157,34.546345,17.974629,1.710389,0.138247,7.910526
austria,2018.0,66.55718,12.295195,34.08512,17.019492,1.826656,0.127248,7.528656
austria,2019.0,67.936185,13.005251,34.087326,17.792615,1.770523,0.118253,7.650523
austria,2020.0,62.037447,11.393343,30.712898,16.876937,1.821123,0.10925,6.964414
austria,2021.0,64.625588,12.269229,31.462607,17.839483,1.821123,0.10925,7.24333
azerbaijan,1990.0,51.325839,0.342519,22.473634,27.840652,0.47797,0.191063,6.909932
azerbaijan,1991.0,49.957047,0.25107,22.425602,26.635743,0.46689,0.177742,6.627126
azerbaijan,1992.0,56.1744,0.065952,31.224608,22.599552,0.379008,1.90528,7.349459
azerbaijan,1993.0,48.406098,0.010992,30.817904,17.283088,0.294114,0.5848230000000001,6.253931
azerbaijan,1994.0,41.943904,0.003664,25.032448,16.6712,0.236592,0.5848230000000001,5.362381
azerbaijan,1995.0,33.30935,0.014656,19.884528,13.307648,0.102518,0.5848230000000001,4.222076
azerbaijan,1996.0,31.242309,0.014658,19.370177,11.73717,0.120304,0.5848230000000001,3.930295
azerbaijan,1997.0,29.802216,0.014656,18.550832,11.061616,0.175112,0.5848230000000001,3.725249
azerbaijan,1998.0,31.665754,0.003664,20.948326,10.598724,0.11504,0.5848230000000001,3.93799
azerbaijan,1999.0,28.569828,0.014656,16.777456,11.68816,0.104212,0.5848230000000001,3.526508
azerbaijan,2000.0,29.50632,0.014656,17.964592,11.420688,0.12104,0.5848230000000001,3.602577
azerbaijan,2002.0,29.640751,0.014656,11.28652,16.621966,0.471692,1.260572,3.540409
azerbaijan,2003.0,36.287082500000004,0.014656,12.853804499999999,1054.0,0.538514,0.5848230000000001,4.194399
azerbaijan,2004.0,32.077061,0.014656,12.73094,18.621977,0.724144,0.5848230000000001,3.749
azerbaijan,2005.0,34.28642,0.014656,14.63768,18.532512,0.7425,0.373728,3.960892
azerbaijan,2006.0,39.108582,0.014656,12.976669,20.465182,0.783078,4.883653,4.462742
azerbaijan,2007.0,30.459078,0.021981,11.455945,17.57775,0.817232,0.586169,3.43069
azerbaijan,2008.0,35.449751,0.014656,10.60728,20.73824,0.769991,3.319584,3.938994
azerbaijan,2009.0,31.8564,0.014656,9.240608,18.788992,0.6208,3.191344,3.493169
azerbaijan,2011.0,32.975696,0.018322,10.264,19.025594,0.46509,3.20269,3.523416
azerbaijan,2012.0,32.773343,0.014656,11.640528,19.833232,0.65806,0.626867,3.455071
azerbaijan,2013.0,33.555218,0.010992,12.065552,19.935824,0.72176,0.82109,3.490072
azerbaijan,2014.0,34.348428,0.007328,11.6332,21.199904,0.924519,0.583477,3.525852
azerbaijan,2015.0,34.682946,0.010993,11.531741,21.934859,0.843416,0.361938,3.516299
azerbaijan,2017.0,34.607041,0.003664,12.497904,20.892128,0.92892,0.284425,3.436113
azerbaijan,2018.0,34.575818,0.003664,11.83472,21.284176,1.082954,0.370304,3.405638
azerbaijan,2019.0,37.737892,0.014656,2350.0,19.429413,1.096472,0.5848230000000001,3.687951
azerbaijan,2020.0,37.508016,0.003674,10.848232,25.305594,1.096472,0.254044,3.646883
azerbaijan,2021.0,38.492804,0.003664,11.110517,26.029329,1.096472,0.252822,3.732457
bangladesh,1990.0,14.081596,1.069611,5.337065,7.57519,0.099731,0.026461,0.131422
bangladesh,1991.0,14.741983,0.340752,10.171264,9.057408,0.7,0.026461,0.134947
bangladesh,1992.0,15.379904,0.322432,5.375088,9.607008,0.075376,0.026461,0.138219
bangladesh,1993.0,16.062897,0.120912,5.47768,10.391104,0.073201,0.026461,0.141625
bangladesh,1994.0,17.538015,0.098949,5.892939,11.474373,0.071755,0.026461,0.151693
bangladesh,1995.0,21.041714,1.220112,6.72344,13.029184,0.068978,0.026461,0.178632
bangladesh,1996.0,21.492816,0.67784,7.16312,13.498176,0.15368,0.026461,0.179291
bangladesh,1997.0,23.125868,1.227248,8.407562,13.261601,0.229458,0.026461,0.189495
bangladesh,1998.0,23.1978,0.351799,8.252614,14.324809,0.268579,0.026461,0.186552
bangladesh,1999.0,25.074988,0.175872,8.852224,15.615968,0.430924,0.026461,0.197823
bangladesh,2000.0,26.524611,1.253088,7.687072,16.880048,0.704403,0.026461,0.205309
bangladesh,2001.0,31.034909,1.330032,9.867152,18.902576,0.935149,0.026461,0.235701
bangladesh,2002.0,31.981243,1.329886,9.880723,19.886008,0.884627,0.026461,0.238417
bangladesh,2003.0,33.459295,1.366672,9.867152,21.390432,0.835039,0.026461,0.245117
bangladesh,2004.0,35.945411,1.450802,10.620895,23.088264,0.785451,0.026461,0.258992
bangladesh,2005.0,37.676581,1.604682,10.59896,24.722359,0.75058,0.026461,0.267376
bangladesh,2006.0,41.689168,1.810016,10.922384,28.256768,0.7,0.026461,0.292291
bangladesh,2007.0,42.642128,2.209392,10.171264,29.579472,0.682,0.026461,0.295847
bangladesh,2008.0,45.300872,2.469536,9.907456,32.22488,0.699,0.026461,0.311515
bangladesh,2009.0,49.148072,3.015472,9.991728,35.441872,0.699,0.026461,0.335009
bangladesh,2010.0,53.991553,3.073905,10.841103,39.396545,0.68,0.026461,0.363846
bangladesh,2011.0,56.556344,2.835936,13.399248,39.62616,0.695,0.026461,0.376513
bangladesh,2012.0,60.707808,3.422176,14.879504,41.71464,0.675,0.016488,0.399155
bangladesh,2013.0,61.79898,3.74807,13.959086,43.331788,0.742721,0.017315,0.401214
bangladesh,2014.0,66.009,3.506626,15.785314,45.934239,0.752459,0.030362,0.42324
bangladesh,2015.0,73.157558,8.606736,14.688976,48.742192,1.062295,0.057359,0.463521
bangladesh,2016.0,76.193544,6.074912,15.436432,53.54936,1.106557,0.026282,0.476852
bangladesh,2017.0,80.731155,7.151838,18.707624,53.664429,1.195082,0.012182,0.498975
bangladesh,2018.0,82.493721,8.17837,19.584851,53.379254,1.332295,0.01895,0.503982
bangladesh,2019.0,91.657423,15.003548,16.780525,58.372777,1.473934,0.02664,0.553767
bangladesh,2020.0,90.8253,16.948182,15.923472,56.451812,1.473934,0.027899,0.542497
bangladesh,2021.0,93.175944,14.852834,18.057137,58.74329,1.473934,0.048748,0.550177
barbados,1990.0,1.070082,2788.0,0.919664,0.051296,0.099122,0.010992,4.133696
barbados,1991.0,1.201999,2788.0,1.058896,0.043968,0.099135,0.010992,4.63373
barbados,1992.0,0.973443,2788.0,0.850048,0.03664,0.086755,0.010992,3.74096
barbados,1993.0,1.100542,2788.0,1.033039,0.036763,0.03074,0.010992,4.216717
barbados,1994.0,0.738502,2788.0,0.663184,0.03664,0.038678,0.010992,2.821812
barbados,1995.0,0.806635,2788.0,0.736464,0.032976,0.037195,0.010992,3.075205
barbados,1996.0,0.822512,2788.0,0.740128,0.029312,0.053072,0.010992,3.129887
barbados,1997.0,0.888236,2788.0,0.765776,0.03664,0.08582,0.010992,3.37445
barbados,1998.0,1.099459,2788.0,0.937984,0.032976,0.128499,0.010992,4.170274
barbados,1999.0,1.162451,2788.0,0.992944,0.043968,0.125539,0.010992,4.400391
barbados,2001.0,1.186226,2788.0,1.032822,0.029404,0.124,0.010992,4.469965
barbados,2002.0,1.199568,2788.0,1.022256,0.029312,0.148,0.010992,4.501953
barbados,2004.0,1.26952,2788.0,1.084544,0.029312,0.152,0.003664,4.728106
barbados,2005.0,1.319152,2788.0,1.132176,0.029312,0.154,0.003664,4.89523
barbados,2006.0,1.3428,2788.0,1.150496,0.03664,0.152,0.003664,4.965517
barbados,2007.0,1.362784,2788.0,1.176144,0.03664,0.15,0.010992,5.020498
barbados,2008.0,1.612264,2788.0,1.432624,0.03664,2841.0,0.010992,5.913635
barbados,2009.0,1.597148,2788.0,1.447593,0.0329,0.113,0.003656,5.833459
barbados,2010.0,1.464008,2788.0,1.330032,0.029312,0.101,0.003664,5.329266
barbados,2011.0,1.516527,2788.0,1.381622,0.032896,0.098354,0.003655,5.504914
barbados,2012.0,1.459119,2788.0,1.341292,0.036547,0.077624,0.003655,5.282892
barbados,2013.0,1.43724,2788.0,1.31904,0.043968,0.070568,0.003664,5.191121
barbados,2014.0,1.301672,2788.0,1.161488,0.040304,0.070568,0.029312,4.690827
barbados,2015.0,1.305336,2788.0,1.157824,0.040304,0.070568,0.03664,4.694051
barbados,2016.0,1.323656,2788.0,1.179808,0.040304,0.070568,0.032976,4.750262
barbados,2017.0,1.206408,2788.0,1.066224,0.043968,0.070568,0.025648,4.321146
barbados,2018.0,1.286847,2788.0,1.142788,0.055118,0.070568,0.018373,4.601008
barbados,2019.0,1.177096,2788.0,1.040576,0.047632,0.070568,0.01832,4.201212
barbados,2020.0,1.021586,2788.0,0.888446,0.044253,0.070568,0.01832,3.639515
barbados,2021.0,1.125301,2788.0,0.978746,0.057667,0.070568,0.01832,4.001781
belarus,1990.0,108.345055,10.191821,66.944417,26.588991,0.984866,0.007183,10.389298
belarus,1991.0,104.071656,9.871788,64.549007,25.384271,0.946792,0.006867,9.951756
belarus,1992.0,63.95124680000001,2451.0,47.716486,33.090238,1.594331,0.006915,2408.0
belarus,1993.0,80.561815,7.662678,39.451066,30.049797,0.854038,0.006736,7.686841
belarus,1994.0,67.879399,6.311529,32.58246,26.765411,0.629744,0.006541,6.479889
belarus,1995.0,60.905642,5.88938,17.905682499999998,24.340412,0.562611,2983.0,5.821775
