Country,Year,Total,Coal,Oil,Gas,Cement,Flaring,Per Capita
el salvador,1993.0,3.975594,0.003664,3.601712,1095.0,0.370218,2065.0,0.706021
el salvador,1994.0,4.512672,0.003664,4.143984,1095.0,0.365024,2065.0,0.792665
el salvador,1995.0,4.998356,0.003664,4.612976,1095.0,0.381716,2065.0,0.869552
el salvador,1996.0,4.41449,0.003664,4.004752,1095.0,0.406074,2065.0,0.761495
el salvador,1997.0,5.415735,0.003664,4.975712,1095.0,0.436359,2065.0,0.926933
el salvador,1998.0,5.731188,0.003664,1868.0,1095.0,0.455028,2065.0,37.554235266666666
el salvador,1999.0,5.587859,0.003664,5.144256,1095.0,0.439939,2065.0,0.943281
el salvador,2001.0,5.857395,0.003662,5.357078,1095.0,0.496656,2065.0,0.978173
el salvador,2002.0,6.069883,0.003664,5.51432,1095.0,0.555563,2065.0,1.00975
el salvador,2003.0,6.434851,0.003664,5.851408,1095.0,0.579779,2065.0,1.067697
el salvador,2004.0,6.253812,0.003664,5.726832,1095.0,0.523316,2065.0,1.036145
el salvador,2005.0,6.297707,0.003662,5.829691,1095.0,0.464354,2065.0,1.043044
el salvador,2006.0,6.717812,0.003664,6.181168,1095.0,0.53298,2065.0,1.113246
el salvador,2007.0,6.84558,0.003662,6.320677,1095.0,0.521241,2065.0,1.1326
el salvador,2008.0,6.404717,0.003664,5.7837675,1095.0,0.44748350000000003,2065.0,1099.0
el salvador,2009.0,6.312459,0.003662,5.829699,1095.0,0.44748350000000003,2065.0,1.036326
el salvador,2010.0,6.318629,0.003662,5.807727,1095.0,0.50724,2065.0,1.033463
el salvador,2011.0,6.499405,0.003662,5.979934,1095.0,0.51581,2065.0,1.058992
el salvador,2012.0,6.471882,0.003664,5.932016,1095.0,0.536202,2065.0,1.05041
el salvador,2013.0,6.094472,0.003662,5.624516,1095.0,0.466294,2065.0,0.985261
el salvador,2014.0,6.151155,0.003664,5.759808,1095.0,0.387683,2065.0,0.9906
el salvador,2015.0,6.667772,0.003662,6.280304,1095.0,0.383807,2065.0,1.070085
el salvador,2016.0,6.595795,0.003662,6.250971,1095.0,0.341161,2065.0,1.055241
el salvador,2017.0,5.9697,0.003662,5.617124,1095.0,0.348915,2065.0,0.952614
el salvador,2018.0,6.409551,0.003664,5.983312,1095.0,0.422575,2065.0,1.021224
el salvador,2019.0,7.422948,0.003662,6.961819,1095.0,0.457466,2065.0,1.181957
el salvador,2020.0,6.500975,0.003391,6.040118,1095.0,0.457466,2065.0,1.033093
el salvador,2021.0,7.204384,0.004499,2901.0,1095.0,0.44748350000000003,2065.0,1.140987
estonia,1990.0,36.922213,24.43341,3.3240204999999996,2.720826,0.35210949999999996,9.7e-05,23.507242
estonia,1991.0,34.138629,22.531384,8.213078,2.760954,0.478963,9.8e-05,21.805084
estonia,1992.0,24.422898,17.796046,4.637503,1.606691,0.315369,5.7e-05,15.855102
estonia,1993.0,19.439861,13.588837,4.799075,0.803466,0.228119,2.8e-05,12.921694
estonia,1994.0,20.046154,14.117759,4.45977,1.11947,0.330055,4.1e-05,13.583918
estonia,1995.0,18.066413,12.915185,3.494134,1.28909,0.347898,4.6e-05,12.435796
estonia,1996.0,19.042308,13.448292,3.791132,1.421962,0.361466,5.1e-05,13.272954
estonia,1997.0,18.684563,13.190953,3.68084,1.393055,0.396068,5e-05,13.14435
estonia,1998.0,16.94219,11.499491,3.647447,1.334247,0.403515,4.7e-05,12.005971
estonia,1999.0,15.955205,10.920188,3.325614,1.296046,0.361043,4.6e-05,11.368171
estonia,2002.0,15.383117,10.381148,3.232211,1.359874,0.356321,4.8e-05,11.153329
estonia,2003.0,17.278976,12.168204,3.174117,1.546916,0.335282,5.5e-05,12.606318
estonia,2004.0,17.342298,12.011994,3.17358,1.741538,0.364802,6.2e-05,12.728479
estonia,2005.0,17.109785,11.743136,3.204709,1.741067,0.372883,6.4e-05,12.630298
estonia,2006.0,16.454333,11.044037,3.21513,1.728618,0.413696,6.5e-05,12.21818
estonia,2007.0,19.966375,14.256835,3.322427,1.737002,0.596716,6.5e-05,14.8939
estonia,2009.0,14.440645,10.019982,2.914425,1.223858,0.257,4.3e-05,10.820594
estonia,2010.0,19.002517,14.260449,3.066222,1.327925,0.310433,4.6e-05,14.271136
estonia,2012.0,17.794827,12.602224,3.241552,1.27492,0.407444,4.4e-05,13.453594
estonia,2013.0,19.697905,14.532069,3.253254,1.212138,0.39905,4.5e-05,14.945504
estonia,2014.0,18.860397,14.071926,3.293512,1.021995,0.421884,3.5e-05,14.347679
estonia,2015.0,15.8469,11.263031,3.396913,0.915042,0.205612,3.1e-05,12.054018
estonia,2016.0,17.559353,12.752646,3.503724,1.051739,0.185181,3.6e-05,13.343724
estonia,2017.0,18.762487,13.87706,3.571821,0.922599,0.306764,3.2e-05,14.240447
estonia,2018.0,17.935074,13.06273,3.503322,0.986677,0.297762,3.4e-05,13.565103
estonia,2019.0,12.38019,7.775731,3.315348,0.914391,0.295485,3.2e-05,9.329183
estonia,2020.0,9.34301,5.335555,3.111814,0.809566,0.020121,2.8e-05,7.027757
finland,1990.0,56.914337,22.131907,27.658059,5.152646,0.729179,0.111493,11.413581
finland,1991.0,55.18876,21.38824,26.808258,5.38357,0.568881,0.103462,11.007253
finland,1992.0,54.265059,20.677522,26.654063,5.574695,0.473455,0.109842,10.762348
finland,1993.0,56.313366,23.400686,25.604295,5.821841,0.361323,0.156894,11.114615
finland,1994.0,61.732669,27.593213,26.406872,6.295258,0.363592,0.06643,12.131825
finland,1995.0,58.115518,24.657018,25.591172,6.509337,0.377933,0.074597,11.37748
finland,1996.0,64.033059,29.756941,26.030928,6.789215,0.381418,0.064758,12.494943
finland,1997.0,62.696172,28.497131,26.015385,6.646342,0.449988,0.103224,12.197834
finland,1998.0,59.351464,23.71752,26.57104,7.591387,0.447847,0.063936,11.516631
finland,1999.0,58.866897,23.035742,26.72216,7.571017,0.478644,0.05515,11.396186
finland,2000.0,57.009923,21.985056,25.820298,7.715635,0.504844,0.058479,11.013837
finland,2001.0,62.513736,26.124685,26.442807,8.389881,0.503631,0.052955,12.049675
finland,2002.0,65.04097,28.3046,26.804666,8.339674,0.484866,0.061502,12.506445
finland,2004.0,68.939111,31.638443,26.911409,8.868951,0.528846,0.055037,13.186161
finland,2005.0,57.047316,21.033608,26.355567,8.121729,0.542212,0.070422,10.874294
finland,2006.0,68.37069,31.583569,26.451024,8.687111,0.573898,0.058224,12.982801
finland,2007.0,66.759835,30.347012,26.644071,8.117507,0.605468,0.08091,12.623135
finland,2008.0,58.620999,23.673561,24.939108,8.359042,0.619774,0.097135,11.032776
finland,2009.0,55.905073,22.893733,24.190767,7.498413,0.38528,0.074715,10.471438
finland,2010.0,64.080758,29.140657,25.126744,8.272525,0.525706,0.096411,11.948074
finland,2011.0,56.637171,24.079079,23.761772,7.252456,0.557828,0.087792,10.511401
finland,2012.0,55.564592499999996,19.592491,23.668124,6.461504,0.497163,0.101813,2917.0
finland,2013.0,51.703752,21.358095,22.836903,6.063857,0.481772,0.079154,9.506337
finland,2014.0,47.595831,19.324992,21.54024,5.392475,0.468797,0.08373,8.714887
finland,2015.0,44.099095,16.840545,21.280789,4.723437,0.462146,0.108521,8.048072
finland,2016.0,47.181861,18.658283,22.862838,4.207125,0.553242,0.104111,8.585984
finland,2017.0,44.577796,17.087034,22.126732,3.88629,0.603658,0.146588,8.093076
finland,2018.0,45.796461,17.922401,22.100755,4.411671,0.601681,0.090786,8.303288
finland,2019.0,42.381841,15.255686,21.581214,4.310229,0.583481,0.065145,7.675732
finland,2020.0,37.595927,11.871713,20.139138,4.361261,0.569667,0.07634,6.799194
finland,2021.0,37.602328,12.291231,19.82569,4.26656,0.569667,0.07576,6.792338
france,1990.0,393.422903,80.233081,233.957341,59.116116,10.794633,4.304655,6.973989
france,1991.0,418.367114,85.819388,246.15814,66.833857,10.247398,4.405189,7.385745
france,1992.0,406.64833,77.786511,242.982164,67.847507,9.208047,4.403141,7.151238
france,1993.0,388.080145,62.979498,239.877324,68.075975,8.454319,4.20198,6.802012
france,1994.0,381.908894,61.697732,234.707759,67.666057,8.626637,4.462943,6.673221
france,1995.0,386.261878,62.839667,236.857191,68.821155,8.484753,4.344043,6.726916
france,1996.0,401.373092,65.205001,242.578672,75.976559,8.290355,4.513779,6.96548
france,1997.0,393.94516,61.184029,240.083975,75.237471,7.964671,4.458723,6.811022
france,1998.0,413.634368,71.180306,247.420935,77.063346,8.529548,4.376759,7.121762
france,1999.0,412.183132,66.275097,247.828575,80.854972,8.229143,4.06967,7.063711
france,2000.0,406.828906,65.574517,239.492827,84.321034,8.392547,4.211911,6.934727
france,2001.0,411.613943,56.039931,249.737546,88.530828,8.480744,4.174089,6.974761
france,2002.0,407.790504,58.50608,244.198443,88.012542,8.464964,3.929538,6.868307
france,2003.0,412.534615,59.12547,244.834575,91.651093,8.379289,3.891142,6.906858
france,2004.0,413.779944,58.172907,244.831604,93.223768,8.869265,3.917479,6.883891
france,2005.0,416.165831,62.003628,241.881232,94.932763,8.905855,3.92014,6.877628
france,2006.0,406.462363,58.3394935,2425.0,85.1750955,9.094903,4.0888860000000005,6.672161
france,2007.0,396.660526,61.345367,227.717663,89.253092,9.251525,4.514828,6.467708
france,2008.0,390.777557,56.163627,224.45137,92.28046,8.661312,4.790286,6.331354
france,2009.0,371.045218,45.185605,219.270719,90.711959,7.47417,4.506531,5.975608
france,2010.0,376.645427,49.08537,215.705567,96.035487,7.675915,4.108102,6.031677
france,2012.0,356.912578,46.66766,204.8763,90.609028,7.29191,3.307063,5.658864
france,2013.0,358.623337,49.416611,203.431456,91.302161,7.099684,3.05069,5.662309
france,2014.0,327.107281,39.271215,197.494522,76.368623,6.766749,2.957698,5.144127
france,2015.0,331.579994,37.740819,199.148404,81.391098,6.408841,2.857876,5.196383
france,2016.0,334.43978,35.794215,196.489679,89.032655,6.438147,2.868307,5.226494
france,2017.0,337.457549,39.789541,195.653951,89.137376,6.291276,2.816149,5.26093
france,2018.0,322.526821,34.96638,189.343208,84.769711,6.495119,2.905288,5.017701
france,2019.0,316.386776,29.29436,187.698122,86.356429,6.588367,2.504862,4.912857
france,2020.0,280.031523,23.826985,164.451417,80.040967,5.994268,2.130951,4.342917
france,2021.0,305.96371,28.877789,179.745984,85.58048,5.994268,2.14858,4.741312
gabon,1990.0,4.484725,2001.0,0.846384,0.205184,0.047621,3.385536,4.562154
gabon,1991.0,4.521703,2001.0,0.875696,0.208848,0.047959,3.3892,4.476956
gabon,1992.0,4.916933,2001.0,1.036912,0.197856,0.047477,3.634688,4.739459
gabon,1993.0,4.974695,2001.0,1.08088,0.205184,0.053943,3.634688,4.669365
gabon,1994.0,4.374933,2001.0,0.707152,0.194192,0.051413,3.422176,4.000447
gabon,1995.0,4.606046,2001.0,0.861724,0.256684,0.062742,3.424896,4.105342
gabon,1996.0,4.754184,2001.0,1.014928,0.241824,0.075256,3.422176,4.131914
gabon,1997.0,4.774817,2001.0,1.022256,0.249152,0.081233,3.422176,4.047121
gabon,1998.0,4.956206,2001.0,1.221013,0.231002,0.079487,3.424703,4.096607
gabon,1999.0,4.788392,2001.0,1.059706,0.231008,0.072886,3.424792,3.859229
gabon,2000.0,4.668567,2001.0,1.040576,0.234496,0.084903,3.308592,3.667561
gabon,2001.0,4.771911,2001.0,1.256752,0.245488,0.096647,3.173024,3.652187
gabon,2002.0,4.543849,2001.0,1.183472,0.25648,0.103081,3.000816,3.386645
gabon,2003.0,4.614161,2001.0,1.158742,0.271351,0.103867,3.080201,3.347481
gabon,2004.0,4.657891,2001.0,1.211833,0.267262,0.10345,3.075346,3.286895
gabon,2005.0,4.858905,2001.0,1.399648,0.278464,0.103033,3.07776,3.331776
gabon,2006.0,4.143462,2001.0,1.443616,0.289456,0.10207,2.30832,2.75765
gabon,2007.0,4.089598,2001.0,1.57552,0.31144,0.08851,2.114128,2.638835
gabon,2008.0,4.162834,2001.0,1.61216,0.34808,0.088466,2.114128,2.601807
gabon,2009.0,4.232845,2001.0,1.558547,0.27490749999999997,0.084903,3.038081,2.559865
gabon,2010.0,4.78324,2001.0,1.963904,0.619216,0.085992,2.114128,2.79541
gabon,2011.0,4.930245,2001.0,2.1984,0.69616,0.086437,1.949248,2.78152
gabon,2012.0,5.629805,2001.0,2.311984,0.71448,0.07647,2.52687,3.065166
gabon,2013.0,5.926817,2001.0,2.586784,0.703488,0.066171,2.570374,3.115727
gabon,2014.0,6.3694,2001.0,2.50057,1.019294,0.069749,2.779787,3.238368
gabon,2015.0,6.475559,2001.0,2.447552,1.018592,0.077499,2.931916,3.192263
gabon,2016.0,6.5217,2001.0,2.557472,1.022256,0.131748,2.810224,3.126105
gabon,2017.0,4.9891323,2001.0,1.3282,0.904337,0.084903,2.82532,3.4238070666666665
gabon,2019.0,5.735253,2001.0,1.867159,0.918935,0.209246,2.739912,2.557201
gabon,2020.0,5.692816,2001.0,1.762309,0.96159,0.209246,2.759671,2.483156
gabon,2021.0,5.712477,2001.0,1.869693,1.117309,0.209246,2.51623,2.44
georgia,1990.0,15.947821,1.060688,6.018793,8.473564,0.275618,0.119157,2.957882
georgia,1991.0,15.871695,0.94643,6.035478,8.519667,0.259271,0.11085,2.982221
georgia,1992.0,15.276915,0.967528,5.046538,9.05958,0.20327,0.003664,2.915816
georgia,1993.0,9.9157,0.637536,2.260688,6.895648,0.121828,0.003664,1.933823
georgia,1995.0,2.290286,0.157301,0.406055,1.68641,0.04052,0.003664,0.469544
georgia,1997.0,4.426263,0.029312,2.608768,1.751392,0.036791,0.003664,0.953929
georgia,1998.0,4.939172,0.077001,3.036043,1.745358,0.08077,0.003664,1.093123
georgia,1999.0,4.310981,0.062235,2.533339,1.577846,0.137561,0.003664,0.980994
georgia,2000.0,4.500388,0.058624,2.121456,2.18008,0.140228,0.003664,1.055148
georgia,2001.0,3.732319,0.055014,1.67609,1.859469,0.134411,0.007335,0.900552
georgia,2002.0,3.351955,0.05496,1.601168,1.553536,0.138627,0.003664,0.825375
georgia,2003.0,3.735201,0.113584,1.714752,1.766048,0.137153,0.003664,0.929657
georgia,2004.0,4.275506,0.172208,1.549872,2.3816,0.168162,0.003664,1.071862
georgia,2005.0,5.017588,0.179536,1.864976,2.791968,0.177444,0.003664,1.26669
georgia,2006.0,6.096712,0.179536,2.095808,3.642016,0.175688,0.003664,1.549801
georgia,2007.0,6.365351,0.381056,2.520832,3.286608,0.173191,0.003664,1.629438
georgia,2009.0,6.135626,0.509599,2.808292,2.485668,0.332067,0.003664,1.591519
georgia,2011.0,7.804526,1.077216,2.707696,3.451488,0.568126,0.003664,2.042181
georgia,2012.0,8.25448,1.179808,2.718688,3.770256,0.583059,0.00267,2.169744
georgia,2013.0,8.012551,1.205456,2.6564,3.528432,0.61901,0.003252,2.11635
georgia,2015.0,9.75618,1.110606,3.218192,4.750316,0.671256,0.005809,2.587069
georgia,2016.0,10.06768,1.033248,3.876512,4.462752,0.690337,0.004832,2.669686
georgia,2017.0,10.172526,1.157824,3.528432,4.700912,0.785358,0.003664,2.696924
georgia,2018.0,10.062534,1.20912,3.418512,4.678928,0.755974,0.003664,2.667462
georgia,2019.0,10.920173,0.974624,3.587056,5.301808,1.056685,0.003664,2.895975
georgia,2020.0,10.690587,1.001849,3.35464,5.27262,1.056685,0.004794,2.838778
georgia,2021.0,11.009796,0.527202,3.384559,6.03902,1.056685,0.002331,2.929711
germany,1990.0,1051.979103,569.133933,330.471639,122.299717,15.297268,3.840458,13.254082
germany,1991.0,1013.824095,504.058363,352.174663,130.161891,13.741151,3.619014,12.704246
germany,1992.0,965.541817,454.324533,353.960905,129.383593,14.444,3.539761,12.03842
germany,1993.0,955.819934,430.790061,360.998807,136.302146,14.531254,3.317362,11.86271
germany,1994.0,939.492314,418.19707,350.052061,142.162168,15.340627,3.219887,11.615574
germany,1995.0,938.613565,406.059831,350.352795,152.984341,15.562397,3.059623,11.570215
germany,1996.0,958.700377,400.626928,360.038099,169.970819,14.811078,3.212688,11.792007
germany,1997.0,930.870087,386.878583,352.402027,162.892045,15.274969,3.238729,11.430683
germany,1998.0,922.812222,377.494523,351.197603,165.392745,15.544564,3.16761,11.319463
germany,1999.0,895.352121,360.066312,340.727569,165.641747,15.771092,3.1125,10.978242
germany,2000.0,899.351824,373.473132,331.125243,166.433444,15.252878,2.991838,11.027999
germany,2001.0,916.144477,376.533195,339.732989,173.813082,13.504016,2.968838,11.239028
germany,2002.0,899.449765,375.799127,325.00172,173.623112,12.822649,2.965213,11.04386
germany,2003.0,900.627666,379.536724,320.45557,174.872568,13.507148,3.002408,11.071456
germany,2004.0,886.637162,375.990449,311.160949,173.357043,14.068338,2.927693,10.910219
germany,2005.0,866.30277,363.239675,304.818223,173.429605,13.049804,2.953296,10.667155
germany,2006.0,877.938802,369.596095,304.553748,178.395732,13.340261,3.068642,10.815009
germany,2008.0,854.508174,356.220854,292.852668,179.833964,13.578516,2.944403,10.521235
germany,2009.0,789.89998,317.904574,281.751205,167.411633,12.559007,2.574876,9.720576
germany,2011.0,808.911525,344.697883,271.122024,168.410508,13.393265,2.672588,9.934635
germany,2012.0,813.693048,349.803212,271.558844,168.062225,13.288641,2.657051,9.978385
germany,2013.0,831.207653,356.889616,280.001778,170.536123,12.502979,2.688788,10.176318
germany,2014.0,792.255427,344.850129,270.940421,152.270963,12.904592,2.478249,9.678314
germany,2015.0,795.55657,341.018336,273.407683,157.455432,12.625554,2.373714,9.693253
germany,2016.0,800.339834,329.445089,277.783622,169.467961,12.662714,2.343803,9.720952
germany,2017.0,785.616471,310.763015,279.180926,171.412164,13.408148,2.266922,9.50829
germany,2018.0,754.408432,295.67355,265.224228,169.548548,13.227901,2.007493,9.100585
germany,2019.0,707.149948,240.086494,270.910415,172.478938,13.28664,2.028361,8.504699
germany,2020.0,639.381013,197.357678,251.383941,167.628086,13.357491,1.814935,7.672972
germany,2021.0,674.753566,230.221049,248.200624,173.484052,13.233969,1.807425,8.089741
ghana,1990.0,3.790882,0.007328,3.506448,1.5043289999999998,0.277106,0.24519,0.245412
ghana,1991.0,4.209288,0.007334,3.894525,1.5043289999999998,0.307429,0.24519,0.26568
ghana,1992.0,3.661745,0.007328,3.235312,1.5043289999999998,0.419105,0.24519,0.225455
ghana,1993.0,4.309505,0.007328,3.81056,1.5043289999999998,0.491617,0.24519,0.258928
ghana,1994.0,5.088912,0.007328,4.532368,1.5043289999999998,0.549216,0.24519,0.29863
ghana,1996.0,5.468649,0.007328,4.851136,1.5043289999999998,0.610185,0.24519,0.30647
ghana,1997.0,6.204804,0.007328,5.506992,1.5043289999999998,0.690484,0.24519,0.339654
ghana,1998.0,6.244973,0.007328,5.583936,1.5043289999999998,0.661037,0.24519,0.333693
ghana,1999.0,6.370451,0.007328,5.613248,1.5043289999999998,0.757203,0.24519,0.332196
ghana,2000.0,6.101182,0.007328,5.3128,1.5043289999999998,0.788382,0.24519,0.310248
ghana,2001.0,6.733777,0.007328,5.968656,1.5043289999999998,0.765121,0.24519,0.333428
ghana,2002.0,7.232698,0.007328,6.470624,1.5043289999999998,0.762074,0.24519,0.348424
ghana,2003.0,7.4385,0.007328,6.679472,1.5043289999999998,0.759028,0.24519,0.348742
ghana,2004.0,7.153326,0.007328,6.397344,1.5043289999999998,0.755982,0.24519,0.32654
ghana,2005.0,6.802875,0.007328,6.089568,1.5043289999999998,0.713307,0.24519,0.302391
ghana,2006.0,9.159489,0.007328,8.452848,1.5043289999999998,0.706641,0.24519,0.396539
ghana,2007.0,9.618768,0.007328,8.92184,1.5043289999999998,0.696928,0.24519,0.405713
ghana,2008.0,8.925351,0.007328,8.233008,1.5043289999999998,0.692343,0.24519,0.366905
ghana,2009.0,7.497608,0.007328,6.793424,0.010987,0.693197,0.24519,0.300496
ghana,2010.0,9.709648,0.007328,8.090112,0.809744,0.809792,0.24519,0.379658
ghana,2011.0,11.226017,0.007328,8.686498,1.583362,0.956157,0.24519,0.428377
ghana,2012.0,14.382069,0.007328,11.754112,0.802416,1.758819,0.066721,0.53547
ghana,2013.0,14.33992,0.007328,11.827392,0.600896,1.751588,0.160044,0.520967
ghana,2014.0,14.975182,0.007328,11.732128,1.278736,1.743719,0.220599,0.531103
ghana,2015.0,16.026216,0.007328,11.856704,2.440224,1.484098,0.24519,0.555099
ghana,2016.0,15.562399,0.007328,12.373328,1.425296,1.670095,0.09368,0.52657
ghana,2017.0,13.943429,0.007328,9.449456,2.359616,1.526723,0.607635,0.461363
ghana,2019.0,18.706476,0.007328,12.02031,4.104496,2.321083,0.260587,0.593436
ghana,2020.0,19.654351,0.007328,12.277013,4.392089,2.321083,0.664166,0.610755
ghana,2021.0,21.312801,0.007328,13.113984,4.751163,2.321083,1.126571,0.649127
greece,1990.0,83.43804,39.787137,35.974605,0.858173,5.761694,0.042698,8.099007
greece,1991.0,83.407498,38.403521,37.431532,0.832723,5.715767,0.043157,8.026476
greece,1992.0,84.975654,40.495057,37.255019,0.413329,5.861138,0.036297,8.109611
greece,1993.0,84.284958,40.163877,37.043284,0.318099,5.875028,0.029467,7.97893
greece,1995.0,86.963204,40.427144,39.133523,0.193883,6.356392,0.022554,8.106245
greece,1996.0,89.114955,39.230055,42.475537,0.207611,6.374251,0.024955,8.248478
greece,1997.0,93.801558,42.628769,43.466476,0.42803,6.407695,0.022653,8.625214
greece,1998.0,98.621793,44.556203,45.109689,6.034755,6.383235,0.015608,9.015222
greece,1999.0,97.934815,43.083834,44.716435,2.848433,6.366364,0.000847,8.908136
greece,2000.0,102.973167,45.851395,45.632758,3.982331,6.536763,0.013966,9.328877
greece,2002.0,105.00051,45.544278,47.893894,4.240238,6.313267,0.009631,9.462389
greece,2003.0,109.066728,45.615895,51.337949,4.756901,6.368129,0.007026,9.816557
greece,2004.0,109.485277,47.093906,49.782866,5.244634,6.363901,0.006847,9.850147
greece,2005.0,113.888965,46.604027,53.967699,5.384885,6.791115,0.005591,10.247852
greece,2006.0,112.419545,42.793817,55.700471,6.283828,6.599218,0.005621,10.122331
greece,2007.0,114.545692,45.192546,54.068922,7.80808,6.406631,0.004575,10.327347
greece,2008.0,111.080374,43.285276,52.724511,8.109119,6.053533,0.003551,10.031078
greece,2009.0,104.319843,42.242941,50.12785,6.623295,4.581723,0.004435,9.436017
greece,2010.0,97.35415,41.259858,44.001639,7.166043,4.208597,0.005968,8.823279
greece,2011.0,94.505232,40.495057,40.500829,8.810981,2.430426,2710.0,8.27060120689655
greece,2012.0,91.392589,43.256951,36.298463,8.094044,3.099303,0.004955,8.335975
greece,2013.0,81.71326,37.290713,32.912506,7.335771,3.638957,0.004072,7.486667
greece,2014.0,78.639618,35.227168,33.490286,5.55904,3.821925,0.003746,7.239238
greece,2015.0,74.927631,29.948851,34.983654,6.034755,3.467281,0.003639,6.93348
greece,2016.0,71.364164,23.593526,35.577483,7.912128,3.772241,0.009366,6.638686
greece,2017.0,74.84505,26.019318,35.035226,9.53608,3.68521,0.007707,6.999949
greece,2018.0,71.78199,24.851033,33.840597,9.071745,3.419473,0.010971,6.750697
greece,2019.0,65.756232,17.874125,33.943412,9.998173,3.360215,0.009042,6.218657
greece,2020.0,55.610277,10.129119,31.071229,11.042299,2.977784,0.005171,5.290054
greece,2021.0,56.309279,9.775375,31.013853,12.152421,2.977784,0.005171,5.390839
guatemala,1990.0,4.972245,1.289728,4.228811,0.018307,0.725128,0.106558,0.547316
guatemala,1991.0,4.951134,1.289728,4.315715,0.014667,0.620752,0.106558,0.530693
guatemala,1992.0,5.919209,1.289728,5.298144,0.01832,0.602745,0.106558,0.618089
guatemala,1993.0,5.577778,1.289728,5.078304,0.01832,0.481154,0.106558,0.567316
guatemala,1994.0,6.751174,1.289728,6.217516,0.01833,0.515328,0.106558,0.668769
guatemala,1995.0,7.07855,1.289728,6.562491,0.021973,0.494086,0.106558,0.683054
guatemala,1996.0,6.571124,1.289728,6.08224,0.021984,0.4669,0.106558,0.618034
guatemala,1997.0,7.501859,1.289728,6.932288,0.021984,0.547587,0.106558,0.687904
guatemala,1998.0,8.639397,1.289728,7.998512,0.018325,0.910115,0.106558,0.772476
guatemala,1999.0,8.805825,0.040304,8.082784,0.018325,0.682737,0.106558,0.768162
guatemala,2001.0,10.23326,0.53128,8.855888,0.018325,0.846092,0.106558,0.852119
guatemala,2002.0,10.721662,1.033248,8.84856,0.018325,0.839854,0.106558,0.872399
guatemala,2003.0,10.447951,0.978288,8.636048,0.018325,0.833615,0.106558,0.831148
guatemala,2004.0,11.180307,1.128512,9.14168,0.018325,0.910115,0.106558,0.869898
guatemala,2006.0,12.176554,1.689104,9.511744,0.018325,1101.0,1979.0,2525.0
guatemala,2007.0,12.144909,1.186777,9.955744,0.018325,1.002387,0.106558,0.886709
guatemala,2008.0,10.893166,1.183472,8.716656,0.018325,0.993038,0.106558,0.779227
guatemala,2009.0,11.442047,0.76944,10.079664,0.018325,0.592943,0.106558,0.802421
guatemala,2010.0,11.097682,1.286064,8.712992,0.018325,1.098626,0.106558,0.763088
guatemala,2011.0,11.237312,1.289728,8.833904,0.018325,1.11368,0.106558,0.757565
guatemala,2012.0,11.576642,1.513232,8.925504,0.018325,1.119031,0.018875,0.765231
guatemala,2013.0,12.811683,2.590448,9.039088,0.018325,1.154078,0.028068,0.830705
guatemala,2015.0,15.951889,4.01208,10.453392,0.018325,1.422798,0.063619,0.996924
guatemala,2016.0,16.926491,4.714539,10.802778,0.018325,1.302616,0.106558,1.039008
guatemala,2017.0,17.320524,3.909488,11.94464,0.018325,1.333631,0.132766,1.044744
guatemala,2019.0,19.761452,4.510384,13.754656,0.018325,1.380153,0.116259,1.155212
guatemala,2020.0,17.595579,4.174395,11.927723,0.018325,1.380153,0.113308,1.013412
guatemala,2021.0,20.327104,5.538529,13.314592,0.018325,1.380153,0.093831,1.154393
guyana,1990.0,1.128512,1273.0,1.128512,1676.0,0.16167,0.387609,1.510491
guyana,1991.0,1.106528,1273.0,1.106528,1676.0,0.16167,0.387609,1.487077
guyana,1992.0,1.040576,1273.0,1.040576,1676.0,0.16167,0.387609,1.39675
guyana,1993.0,1.04424,1273.0,1.830168,1676.0,0.16167,0.387609,2.4808408620689657
guyana,1994.0,1.458272,1273.0,1.458272,1676.0,0.16167,0.387609,1.94554
guyana,1995.0,1.568192,1273.0,1.568192,1676.0,0.16167,0.387609,2.4808408620689657
guyana,1996.0,1.652464,1273.0,1.652464,1676.0,0.16167,0.387609,2.192844
guyana,1997.0,1.806352,1273.0,1.806352,1676.0,0.16167,0.387609,2.391851
guyana,1998.0,1.828336,1273.0,1.828336,1676.0,0.16167,0.387609,2.416206
guyana,1999.0,1.832,1273.0,1.832,1676.0,0.16167,0.387609,2.416842
guyana,2000.0,1.747728,1273.0,1.747728,1676.0,0.16167,0.387609,2.302517
guyana,2001.0,1.744064,1273.0,1.744064,1676.0,0.16167,0.387609,2.295398
guyana,2002.0,1.714752,1273.0,1.714752,1676.0,0.16167,0.387609,2.255294
guyana,2003.0,1.857648,1273.0,1.857648,1676.0,0.16167,0.387609,2.442468
guyana,2004.0,1.927264,1273.0,1.927264,1676.0,0.16167,0.387609,2.53446
guyana,2005.0,1.619488,1273.0,1.619488,1676.0,0.16167,0.387609,2.131721
guyana,2006.0,1.509568,1273.0,1.509568,1676.0,0.16167,0.387609,1.990551
guyana,2007.0,1.780704,1273.0,1.780704,1676.0,0.16167,0.387609,2.353806
guyana,2008.0,1.707424,1273.0,1.707424,1676.0,0.16167,0.387609,2.264038
guyana,2009.0,1.908944,1273.0,1.908944,1676.0,0.16167,0.387609,2.540997
guyana,2010.0,1.88696,1273.0,1.88696,1676.0,0.16167,0.387609,2.522903
guyana,2011.0,1.96024,1273.0,1.96024,1676.0,0.16167,0.387609,2.633917
